N_day,date,sunrise,bin_1,bin_2,delta2_1,suma,active,avg_2_1
2301,2006-04-20,11:12:00,195.966,196.0,0.034,0.43499999999999994,"[0.055, 0.346, 0.034]",0.145
2302,2006-04-21,11:13:00,195.424,195.492,0.068,0.448,"[0.346, 0.034, 0.068]",0.14933333333333335
2303,2006-04-22,11:13:00,196.635,196.698,0.063,0.165,"[0.034, 0.068, 0.063]",0.055
2304,2006-04-23,11:14:00,194.806,194.806,0.0,0.131,"[0.068, 0.063, 0.0]",0.043666666666666666
2305,2006-04-24,11:15:00,196.004,196.199,0.195,0.258,"[0.063, 0.0, 0.195]",0.08600000000000001
2306,2006-04-25,11:16:00,195.431,195.402,-0.029,0.166,"[0.0, 0.195, -0.029]",0.05533333333333334
2307,2006-04-26,11:17:00,195.529,195.513,-0.016,0.15000000000000002,"[0.195, -0.029, -0.016]",0.05000000000000001
2308,2006-04-27,11:17:00,195.872,195.957,0.085,0.04000000000000001,"[-0.029, -0.016, 0.085]",0.013333333333333336
2309,2006-04-28,11:18:00,197.003,197.201,0.198,0.267,"[-0.016, 0.085, 0.198]",0.08900000000000001
2310,2006-04-29,11:19:00,196.26,196.474,0.214,0.497,"[0.085, 0.198, 0.214]",0.16566666666666666
2311,2006-04-30,11:20:00,195.156,195.182,0.026,0.43800000000000006,"[0.198, 0.214, 0.026]",0.14600000000000002
2312,2006-05-01,11:21:00,195.414,195.3,-0.114,0.126,"[0.214, 0.026, -0.114]",0.042
2316,2006-05-05,11:24:00,196.195,196.514,0.319,0.7070000000000001,"[0.211, 0.177, 0.319]",0.2356666666666667
2317,2006-05-06,11:25:00,196.049,196.003,-0.046,0.45,"[0.177, 0.319, -0.046]",0.15
2318,2006-05-07,11:26:00,195.222,195.452,0.23,0.503,"[0.319, -0.046, 0.23]",0.16766666666666666
2319,2006-05-08,11:26:00,195.226,195.341,0.115,0.299,"[-0.046, 0.23, 0.115]",0.09966666666666667
2320,2006-05-09,11:27:00,195.204,195.331,0.127,0.47200000000000003,"[0.23, 0.115, 0.127]",0.15733333333333335
2321,2006-05-10,11:28:00,195.321,195.408,0.087,0.32899999999999996,"[0.115, 0.127, 0.087]",0.10966666666666665
2322,2006-05-11,11:29:00,194.996,195.024,0.028,0.242,"[0.127, 0.087, 0.028]",0.08066666666666666
2323,2006-05-12,11:30:00,195.332,195.508,0.176,0.291,"[0.087, 0.028, 0.176]",0.09699999999999999
2324,2006-05-13,11:30:00,194.944,195.158,0.214,0.418,"[0.028, 0.176, 0.214]",0.13933333333333334
2325,2006-05-14,11:31:00,195.471,195.723,0.252,0.642,"[0.176, 0.214, 0.252]",0.214
2326,2006-05-15,11:32:00,195.927,196.014,0.087,0.5529999999999999,"[0.214, 0.252, 0.087]",0.18433333333333332
2327,2006-05-16,11:33:00,195.681,195.706,0.025,0.364,"[0.252, 0.087, 0.025]",0.12133333333333333
2328,2006-05-17,11:34:00,196.781,196.932,0.151,0.263,"[0.087, 0.025, 0.151]",0.08766666666666667
2329,2006-05-18,11:34:00,196.282,196.306,0.024,0.19999999999999998,"[0.025, 0.151, 0.024]",0.06666666666666667
2330,2006-05-19,11:35:00,195.288,195.252,-0.036,0.13899999999999998,"[0.151, 0.024, -0.036]",0.04633333333333333
2331,2006-05-20,11:36:00,195.622,195.83,0.208,0.196,"[0.024, -0.036, 0.208]",0.06533333333333334
2332,2006-05-21,11:37:00,195.54,195.575,0.035,0.207,"[-0.036, 0.208, 0.035]",0.06899999999999999
2333,2006-05-22,11:37:00,195.805,195.791,-0.014,0.22899999999999998,"[0.208, 0.035, -0.014]",0.07633333333333332
2334,2006-05-23,11:38:00,194.701,194.754,0.053,0.07400000000000001,"[0.035, -0.014, 0.053]",0.02466666666666667
2335,2006-05-24,11:39:00,195.284,195.322,0.038,0.077,"[-0.014, 0.053, 0.038]",0.025666666666666667
2336,2006-05-25,11:39:00,196.159,196.19,0.031,0.122,"[0.053, 0.038, 0.031]",0.04066666666666666
2337,2006-05-26,11:40:00,195.637,195.699,0.062,0.131,"[0.038, 0.031, 0.062]",0.043666666666666666
2338,2006-05-27,11:41:00,195.402,195.421,0.019,0.112,"[0.031, 0.062, 0.019]",0.037333333333333336
2339,2006-05-28,11:41:00,195.52,195.366,-0.154,-0.073,"[0.062, 0.019, -0.154]",-0.024333333333333332
2340,2006-05-29,11:42:00,196.51,196.651,0.141,0.005999999999999978,"[0.019, -0.154, 0.141]",0.0019999999999999927
2341,2006-05-30,11:43:00,196.93,196.963,0.033,0.01999999999999999,"[-0.154, 0.141, 0.033]",0.006666666666666664
2342,2006-05-31,11:43:00,195.705,195.691,-0.014,0.15999999999999998,"[0.141, 0.033, -0.014]",0.05333333333333332
2346,2006-06-04,11:46:00,195.851,195.941,0.09,0.097,"[-0.043, 0.05, 0.09]",0.03233333333333333
2347,2006-06-05,11:46:00,196.004,196.088,0.084,0.22400000000000003,"[0.05, 0.09, 0.084]",0.07466666666666667
2348,2006-06-06,11:47:00,196.051,196.231,0.18,0.354,"[0.09, 0.084, 0.18]",0.118
2349,2006-06-07,11:48:00,195.712,195.752,0.04,0.304,"[0.084, 0.18, 0.04]",0.10133333333333333
2350,2006-06-08,11:48:00,196.152,196.137,-0.015,0.20500000000000002,"[0.18, 0.04, -0.015]",0.06833333333333334
2351,2006-06-09,11:49:00,195.95,196.028,0.078,0.10300000000000001,"[0.04, -0.015, 0.078]",0.034333333333333334
2352,2006-06-10,11:49:00,196.11,196.14,0.03,0.093,"[-0.015, 0.078, 0.03]",0.031
2353,2006-06-11,11:49:00,195.459,195.461,0.002,0.11,"[0.078, 0.03, 0.002]",0.03666666666666667
2357,2006-06-15,11:51:00,195.638,195.803,0.165,0.231,"[-0.009, 0.075, 0.165]",0.077
2358,2006-06-16,11:51:00,195.653,195.773,0.12,0.36,"[0.075, 0.165, 0.12]",0.12
2359,2006-06-17,11:52:00,196.396,196.406,0.01,0.29500000000000004,"[0.165, 0.12, 0.01]",0.09833333333333334
2360,2006-06-18,11:52:00,197.266,197.364,0.098,0.228,"[0.12, 0.01, 0.098]",0.076
2361,2006-06-19,11:52:00,196.299,196.432,0.133,0.241,"[0.01, 0.098, 0.133]",0.08033333333333333
2362,2006-06-20,11:53:00,196.58,196.704,0.124,0.355,"[0.098, 0.133, 0.124]",0.11833333333333333
2363,2006-06-21,11:53:00,195.58,195.592,0.012,0.269,"[0.133, 0.124, 0.012]",0.08966666666666667
2364,2006-06-22,11:53:00,195.601,195.594,-0.007,0.129,"[0.124, 0.012, -0.007]",0.043000000000000003
2365,2006-06-23,11:53:00,195.532,195.387,-0.145,-0.13999999999999999,"[0.012, -0.007, -0.145]",-0.04666666666666666
2366,2006-06-24,11:53:00,196.491,196.709,0.218,0.066,"[-0.007, -0.145, 0.218]",0.022000000000000002
2367,2006-06-25,11:54:00,195.474,195.446,-0.028,0.04500000000000001,"[-0.145, 0.218, -0.028]",0.015000000000000005
2372,2006-06-30,11:54:00,195.87,196.049,0.179,0.218,"[0.035, 0.004, 0.179]",0.07266666666666667
2373,2006-07-01,11:54:00,195.909,195.803,-0.106,0.077,"[0.004, 0.179, -0.106]",0.025666666666666667
2374,2006-07-02,11:54:00,196.263,196.263,0.0,0.073,"[0.179, -0.106, 0.0]",0.024333333333333332
2375,2006-07-03,11:54:00,195.629,195.67,0.041,-0.065,"[-0.106, 0.0, 0.041]",-0.021666666666666667
2376,2006-07-04,11:54:00,195.26,195.327,0.067,0.10800000000000001,"[0.0, 0.041, 0.067]",0.036000000000000004
2377,2006-07-05,11:53:00,195.375,195.457,0.082,0.19,"[0.041, 0.067, 0.082]",0.06333333333333334
2382,2006-07-10,11:52:00,194.974,194.943,-0.031,0.055999999999999994,"[0.063, 0.024, -0.031]",0.018666666666666665
2383,2006-07-11,11:52:00,195.382,195.501,0.119,0.11199999999999999,"[0.024, -0.031, 0.119]",0.03733333333333333
2384,2006-07-12,11:52:00,193.891,193.918,0.027,0.11499999999999999,"[-0.031, 0.119, 0.027]",0.03833333333333333
2391,2006-07-19,11:49:00,194.789,194.811,0.022,0.11599999999999999,"[0.093, 0.001, 0.022]",0.03866666666666666
2392,2006-07-20,11:48:00,196.069,196.133,0.064,0.087,"[0.001, 0.022, 0.064]",0.028999999999999998
2393,2006-07-21,11:47:00,196.278,196.192,-0.086,0.0,"[0.022, 0.064, -0.086]",0.0
2394,2006-07-22,11:47:00,196.473,196.577,0.104,0.082,"[0.064, -0.086, 0.104]",0.027333333333333334
2395,2006-07-23,11:46:00,196.318,196.239,-0.079,-0.061,"[-0.086, 0.104, -0.079]",-0.02033333333333333
2396,2006-07-24,11:45:00,196.646,196.72,0.074,0.09899999999999999,"[0.104, -0.079, 0.074]",0.032999999999999995
2397,2006-07-25,11:45:00,197.908,198.002,0.094,0.089,"[-0.079, 0.074, 0.094]",0.029666666666666664
2398,2006-07-26,11:44:00,197.875,198.046,0.171,0.33899999999999997,"[0.074, 0.094, 0.171]",0.11299999999999999
2399,2006-07-27,11:43:00,196.265,196.304,0.039,0.304,"[0.094, 0.171, 0.039]",0.10133333333333333
2400,2006-07-28,11:43:00,195.883,196.021,0.138,0.34800000000000003,"[0.171, 0.039, 0.138]",0.116
2401,2006-07-29,11:42:00,196.483,196.439,-0.044,0.133,"[0.039, 0.138, -0.044]",0.044333333333333336
2402,2006-07-30,11:41:00,196.388,196.484,0.096,0.19,"[0.138, -0.044, 0.096]",0.06333333333333334
2403,2006-07-31,11:40:00,195.519,195.549,0.03,0.082,"[-0.044, 0.096, 0.03]",0.027333333333333334
2404,2006-08-01,11:39:00,195.382,195.473,0.091,0.217,"[0.096, 0.03, 0.091]",0.07233333333333333
2405,2006-08-02,11:38:00,195.767,195.863,0.096,0.217,"[0.03, 0.091, 0.096]",0.07233333333333333
2406,2006-08-03,11:38:00,194.954,195.013,0.059,0.246,"[0.091, 0.096, 0.059]",0.082
2407,2006-08-04,11:37:00,196.592,196.716,0.124,0.279,"[0.096, 0.059, 0.124]",0.09300000000000001
2408,2006-08-05,11:36:00,196.098,196.142,0.044,0.22699999999999998,"[0.059, 0.124, 0.044]",0.07566666666666666
2409,2006-08-06,11:35:00,196.202,196.562,0.36,0.528,"[0.124, 0.044, 0.36]",0.17600000000000002
2410,2006-08-07,11:34:00,197.433,197.569,0.136,0.54,"[0.044, 0.36, 0.136]",0.18000000000000002
2411,2006-08-08,11:33:00,196.782,196.662,-0.12,0.376,"[0.36, 0.136, -0.12]",0.12533333333333332
2412,2006-08-09,11:32:00,197.109,197.265,0.156,0.17200000000000001,"[0.136, -0.12, 0.156]",0.05733333333333334
2413,2006-08-10,11:31:00,196.407,196.482,0.075,0.111,"[-0.12, 0.156, 0.075]",0.037
2414,2006-08-11,11:30:00,197.38,197.262,-0.118,0.11299999999999999,"[0.156, 0.075, -0.118]",0.03766666666666666
2415,2006-08-12,11:28:00,197.611,197.396,-0.215,-0.258,"[0.075, -0.118, -0.215]",-0.08600000000000001
2416,2006-08-13,11:27:00,197.08,197.145,0.065,-0.26799999999999996,"[-0.118, -0.215, 0.065]",-0.08933333333333332
2417,2006-08-14,11:26:00,196.646,196.679,0.033,-0.11699999999999999,"[-0.215, 0.065, 0.033]",-0.039
2418,2006-08-15,11:25:00,195.591,195.718,0.127,0.225,"[0.065, 0.033, 0.127]",0.075
2419,2006-08-16,11:24:00,195.238,195.355,0.117,0.277,"[0.033, 0.127, 0.117]",0.09233333333333334
2420,2006-08-17,11:23:00,195.198,195.311,0.113,0.357,"[0.127, 0.117, 0.113]",0.119
2421,2006-08-18,11:22:00,195.803,195.96,0.157,0.387,"[0.117, 0.113, 0.157]",0.129
2422,2006-08-19,11:20:00,196.529,196.555,0.026,0.29600000000000004,"[0.113, 0.157, 0.026]",0.09866666666666668
2423,2006-08-20,11:19:00,193.563,193.585,0.022,0.205,"[0.157, 0.026, 0.022]",0.06833333333333333
2424,2006-08-21,11:18:00,195.226,195.224,-0.002,0.046,"[0.026, 0.022, -0.002]",0.015333333333333332
2425,2006-08-22,11:17:00,194.723,194.576,-0.147,-0.127,"[0.022, -0.002, -0.147]",-0.042333333333333334
2429,2006-08-26,11:12:00,195.494,195.612,0.118,0.04799999999999999,"[-0.036, -0.034, 0.118]",0.015999999999999997
2430,2006-08-27,11:10:00,195.42,195.554,0.134,0.218,"[-0.034, 0.118, 0.134]",0.07266666666666667
2431,2006-08-28,11:09:00,194.594,194.682,0.088,0.33999999999999997,"[0.118, 0.134, 0.088]",0.11333333333333333
2432,2006-08-29,11:08:00,194.989,195.039,0.05,0.272,"[0.134, 0.088, 0.05]",0.09066666666666667
2433,2006-08-30,11:06:00,195.679,195.785,0.106,0.244,"[0.088, 0.05, 0.106]",0.08133333333333333
2434,2006-08-31,11:05:00,196.868,197.003,0.135,0.29100000000000004,"[0.05, 0.106, 0.135]",0.09700000000000002
2435,2006-09-01,11:04:00,196.234,196.235,0.001,0.242,"[0.106, 0.135, 0.001]",0.08066666666666666
2436,2006-09-02,11:02:00,194.616,194.521,-0.095,0.04100000000000001,"[0.135, 0.001, -0.095]",0.013666666666666669
2437,2006-09-03,11:01:00,195.377,195.326,-0.051,-0.145,"[0.001, -0.095, -0.051]",-0.04833333333333333
2438,2006-09-04,10:59:00,194.758,194.89,0.132,-0.013999999999999985,"[-0.095, -0.051, 0.132]",-0.004666666666666662
2439,2006-09-05,10:58:00,195.763,195.606,-0.157,-0.07599999999999998,"[-0.051, 0.132, -0.157]",-0.02533333333333333
2440,2006-09-06,10:57:00,196.283,196.407,0.124,0.099,"[0.132, -0.157, 0.124]",0.033
2441,2006-09-07,10:55:00,196.637,196.689,0.052,0.018999999999999996,"[-0.157, 0.124, 0.052]",0.006333333333333332
2442,2006-09-08,10:54:00,196.473,196.549,0.076,0.252,"[0.124, 0.052, 0.076]",0.084
2443,2006-09-09,10:52:00,196.894,196.896,0.002,0.13,"[0.052, 0.076, 0.002]",0.043333333333333335
2444,2006-09-10,10:51:00,196.672,196.839,0.167,0.245,"[0.076, 0.002, 0.167]",0.08166666666666667
2445,2006-09-11,10:50:00,195.681,196.006,0.325,0.494,"[0.002, 0.167, 0.325]",0.16466666666666666
2446,2006-09-12,10:48:00,195.729,195.801,0.072,0.564,"[0.167, 0.325, 0.072]",0.18799999999999997
2447,2006-09-13,10:47:00,196.124,196.192,0.068,0.465,"[0.325, 0.072, 0.068]",0.155
2448,2006-09-14,10:45:00,196.255,196.433,0.178,0.318,"[0.072, 0.068, 0.178]",0.106
2449,2006-09-15,10:44:00,196.004,196.024,0.02,0.266,"[0.068, 0.178, 0.02]",0.08866666666666667
2450,2006-09-16,10:42:00,196.301,196.407,0.106,0.304,"[0.178, 0.02, 0.106]",0.10133333333333333
2451,2006-09-17,10:41:00,196.23,196.293,0.063,0.189,"[0.02, 0.106, 0.063]",0.063
2452,2006-09-18,10:39:00,196.1,196.195,0.095,0.264,"[0.106, 0.063, 0.095]",0.08800000000000001
2453,2006-09-19,10:38:00,196.905,196.903,-0.002,0.156,"[0.063, 0.095, -0.002]",0.052
2454,2006-09-20,10:36:00,196.247,196.371,0.124,0.217,"[0.095, -0.002, 0.124]",0.07233333333333333
2455,2006-09-21,10:35:00,196.918,196.907,-0.011,0.111,"[-0.002, 0.124, -0.011]",0.037
2456,2006-09-22,10:34:00,197.021,196.963,-0.058,0.055,"[0.124, -0.011, -0.058]",0.018333333333333333
2457,2006-09-23,10:32:00,197.297,197.308,0.011,-0.05800000000000001,"[-0.011, -0.058, 0.011]",-0.019333333333333338
2458,2006-09-24,10:31:00,197.332,197.601,0.269,0.22200000000000003,"[-0.058, 0.011, 0.269]",0.07400000000000001
2459,2006-09-25,10:29:00,196.166,196.203,0.037,0.317,"[0.011, 0.269, 0.037]",0.10566666666666667
2460,2006-09-26,10:28:00,195.79,195.826,0.036,0.34199999999999997,"[0.269, 0.037, 0.036]",0.11399999999999999
2461,2006-09-27,10:26:00,195.271,195.426,0.155,0.22799999999999998,"[0.037, 0.036, 0.155]",0.076
2462,2006-09-28,10:25:00,195.549,195.69,0.141,0.33199999999999996,"[0.036, 0.155, 0.141]",0.11066666666666665
2463,2006-09-29,10:23:00,196.723,196.763,0.04,0.33599999999999997,"[0.155, 0.141, 0.04]",0.11199999999999999
2464,2006-09-30,10:22:00,196.952,197.024,0.072,0.253,"[0.141, 0.04, 0.072]",0.08433333333333333
2465,2006-10-01,10:21:00,197.627,197.876,0.249,0.361,"[0.04, 0.072, 0.249]",0.12033333333333333
2466,2006-10-02,10:19:00,197.127,197.72,0.593,0.9139999999999999,"[0.072, 0.249, 0.593]",0.30466666666666664
2467,2006-10-03,10:18:00,197.38,197.811,0.431,1.273,"[0.249, 0.593, 0.431]",0.4243333333333333
2468,2006-10-04,10:16:00,198.279,198.823,0.544,1.568,"[0.593, 0.431, 0.544]",0.5226666666666667
2469,2006-10-05,10:15:00,196.364,196.559,0.195,1.1700000000000002,"[0.431, 0.544, 0.195]",0.39000000000000007
2470,2006-10-06,10:14:00,196.776,196.796,0.02,0.7590000000000001,"[0.544, 0.195, 0.02]",0.25300000000000006
2471,2006-10-07,10:12:00,197.438,197.397,-0.041,0.174,"[0.195, 0.02, -0.041]",0.057999999999999996
2472,2006-10-08,10:11:00,196.793,196.977,0.184,0.163,"[0.02, -0.041, 0.184]",0.05433333333333334
2473,2006-10-09,10:09:00,196.713,196.787,0.074,0.21699999999999997,"[-0.041, 0.184, 0.074]",0.07233333333333332
2474,2006-10-10,10:08:00,196.798,196.929,0.131,0.389,"[0.184, 0.074, 0.131]",0.12966666666666668
2475,2006-10-11,10:07:00,195.936,195.996,0.06,0.265,"[0.074, 0.131, 0.06]",0.08833333333333333
2476,2006-10-12,10:05:00,196.647,196.93,0.283,0.474,"[0.131, 0.06, 0.283]",0.158
2477,2006-10-13,10:04:00,197.498,197.514,0.016,0.359,"[0.06, 0.283, 0.016]",0.11966666666666666
2478,2006-10-14,10:03:00,196.718,196.683,-0.035,0.264,"[0.283, 0.016, -0.035]",0.08800000000000001
2479,2006-10-15,10:01:00,197.058,197.216,0.158,0.139,"[0.016, -0.035, 0.158]",0.04633333333333334
2480,2006-10-16,10:00:00,197.351,197.53,0.179,0.302,"[-0.035, 0.158, 0.179]",0.10066666666666667
2481,2006-10-17,09:59:00,198.275,198.123,-0.152,0.18499999999999997,"[0.158, 0.179, -0.152]",0.061666666666666654
2489,2006-10-25,09:49:00,195.126,194.985,-0.141,-0.271,"[-0.091, -0.039, -0.141]",-0.09033333333333333
2490,2006-10-26,09:48:00,194.665,194.722,0.057,-0.123,"[-0.039, -0.141, 0.057]",-0.041
2491,2006-10-27,09:47:00,196.506,196.601,0.095,0.01100000000000001,"[-0.141, 0.057, 0.095]",0.00366666666666667
2492,2006-10-28,09:46:00,197.05,197.149,0.099,0.251,"[0.057, 0.095, 0.099]",0.08366666666666667
2493,2006-10-29,09:45:00,197.22,197.199,-0.021,0.17300000000000001,"[0.095, 0.099, -0.021]",0.05766666666666667
2494,2006-10-30,09:44:00,197.576,197.782,0.206,0.284,"[0.099, -0.021, 0.206]",0.09466666666666666
2495,2006-10-31,09:43:00,196.927,197.049,0.122,0.307,"[-0.021, 0.206, 0.122]",0.10233333333333333
2496,2006-11-01,09:42:00,197.437,197.477,0.04,0.36799999999999994,"[0.206, 0.122, 0.04]",0.12266666666666665
2497,2006-11-02,09:41:00,197.804,197.982,0.178,0.33999999999999997,"[0.122, 0.04, 0.178]",0.11333333333333333
2498,2006-11-03,09:40:00,198.339,198.468,0.129,0.347,"[0.04, 0.178, 0.129]",0.11566666666666665
2499,2006-11-04,09:39:00,198.273,198.47,0.197,0.504,"[0.178, 0.129, 0.197]",0.168
2500,2006-11-05,09:38:00,197.999,197.994,-0.005,0.321,"[0.129, 0.197, -0.005]",0.107
2501,2006-11-06,09:37:00,197.284,197.35,0.066,0.258,"[0.197, -0.005, 0.066]",0.08600000000000001
2502,2006-11-07,09:36:00,197.525,197.574,0.049,0.11000000000000001,"[-0.005, 0.066, 0.049]",0.036666666666666674
2503,2006-11-08,09:35:00,197.235,197.229,-0.006,0.109,"[0.066, 0.049, -0.006]",0.036333333333333336
2504,2006-11-09,09:34:00,197.702,197.64,-0.062,-0.018999999999999996,"[0.049, -0.006, -0.062]",-0.006333333333333332
2505,2006-11-10,09:33:00,197.17,197.431,0.261,0.193,"[-0.006, -0.062, 0.261]",0.06433333333333334
2509,2006-11-14,09:30:00,197.266,197.25,-0.016,0.22299999999999998,"[0.179, 0.06, -0.016]",0.07433333333333332
2510,2006-11-15,09:30:00,196.759,196.635,-0.124,-0.08,"[0.06, -0.016, -0.124]",-0.02666666666666667
2511,2006-11-16,09:29:00,197.251,197.293,0.042,-0.098,"[-0.016, -0.124, 0.042]",-0.03266666666666667
2512,2006-11-17,09:28:00,197.245,197.307,0.062,-0.01999999999999999,"[-0.124, 0.042, 0.062]",-0.006666666666666664
2513,2006-11-18,09:28:00,198.003,198.141,0.138,0.24200000000000002,"[0.042, 0.062, 0.138]",0.08066666666666668
2514,2006-11-19,09:27:00,197.57,197.652,0.082,0.28200000000000003,"[0.062, 0.138, 0.082]",0.09400000000000001
2515,2006-11-20,09:27:00,197.281,197.347,0.066,0.28600000000000003,"[0.138, 0.082, 0.066]",0.09533333333333334
2516,2006-11-21,09:26:00,196.903,196.855,-0.048,0.10000000000000002,"[0.082, 0.066, -0.048]",0.03333333333333334
2517,2006-11-22,09:26:00,197.133,197.181,0.048,0.066,"[0.066, -0.048, 0.048]",0.022000000000000002
2518,2006-11-23,09:25:00,196.629,196.674,0.045,0.045,"[-0.048, 0.048, 0.045]",0.015
2519,2006-11-24,09:25:00,196.662,196.671,0.009,0.102,"[0.048, 0.045, 0.009]",0.033999999999999996
2520,2006-11-25,09:25:00,197.004,197.105,0.101,0.155,"[0.045, 0.009, 0.101]",0.051666666666666666
2524,2006-11-29,09:23:00,197.621,197.772,0.151,0.181,"[0.047, -0.017, 0.151]",0.06033333333333333
2525,2006-11-30,09:23:00,198.256,198.382,0.126,0.26,"[-0.017, 0.151, 0.126]",0.08666666666666667
2526,2006-12-01,09:23:00,197.782,197.782,0.0,0.277,"[0.151, 0.126, 0.0]",0.09233333333333334
2527,2006-12-02,09:23:00,198.135,198.132,-0.003,0.123,"[0.126, 0.0, -0.003]",0.041
2528,2006-12-03,09:23:00,196.867,196.822,-0.045,-0.048,"[0.0, -0.003, -0.045]",-0.016
2529,2006-12-04,09:23:00,197.906,197.889,-0.017,-0.065,"[-0.003, -0.045, -0.017]",-0.021666666666666667
2530,2006-12-05,09:23:00,197.707,197.989,0.282,0.21999999999999997,"[-0.045, -0.017, 0.282]",0.07333333333333332
2531,2006-12-06,09:23:00,197.616,197.701,0.085,0.35,"[-0.017, 0.282, 0.085]",0.11666666666666665
2532,2006-12-07,09:23:00,197.964,197.986,0.022,0.389,"[0.282, 0.085, 0.022]",0.12966666666666668
2533,2006-12-08,09:23:00,196.285,196.311,0.026,0.133,"[0.085, 0.022, 0.026]",0.044333333333333336
2534,2006-12-09,09:23:00,196.557,196.572,0.015,0.063,"[0.022, 0.026, 0.015]",0.021
2535,2006-12-10,09:23:00,196.303,196.214,-0.089,-0.048,"[0.026, 0.015, -0.089]",-0.016
2536,2006-12-11,09:23:00,197.361,197.322,-0.039,-0.11299999999999999,"[0.015, -0.089, -0.039]",-0.03766666666666666
2537,2006-12-12,09:23:00,196.106,196.063,-0.043,-0.17099999999999999,"[-0.089, -0.039, -0.043]",-0.056999999999999995
2538,2006-12-13,09:23:00,196.491,196.588,0.097,0.015000000000000013,"[-0.039, -0.043, 0.097]",0.0050000000000000044
2539,2006-12-14,09:24:00,196.109,195.914,-0.195,-0.14100000000000001,"[-0.043, 0.097, -0.195]",-0.04700000000000001
2540,2006-12-15,09:24:00,191.888,192.132,0.244,0.146,"[0.097, -0.195, 0.244]",0.048666666666666664
2541,2006-12-16,09:24:00,195.245,194.967,-0.278,-0.22900000000000004,"[-0.195, 0.244, -0.278]",-0.07633333333333335
2542,2006-12-17,09:25:00,193.253,193.163,-0.09,-0.12400000000000003,"[0.244, -0.278, -0.09]",-0.04133333333333334
2543,2006-12-18,09:25:00,194.816,194.711,-0.105,-0.473,"[-0.278, -0.09, -0.105]",-0.15766666666666665
2544,2006-12-19,09:25:00,195.407,195.236,-0.171,-0.366,"[-0.09, -0.105, -0.171]",-0.122
2545,2006-12-20,09:26:00,194.339,193.932,-0.407,-0.683,"[-0.105, -0.171, -0.407]",-0.22766666666666668
